Time,avg,max,min
2016-06-02 00:00:00 UTC,372.9956999,377.48,368.01
2016-06-03 00:00:00 UTC,384.0246984,397.48,367.01
2016-06-04 00:00:00 UTC,395.9914895,409.99,384.01
2016-06-05 00:00:00 UTC,397.4361208,402,387.49
2016-06-06 00:00:00 UTC,404.3675961,409.4,391.65
2016-06-07 00:00:00 UTC,401.9937165,412.5,389
2016-06-08 00:00:00 UTC,398.4504482,402.99,390.05
2016-06-09 00:00:00 UTC,401.1867159,404.2,397
2016-06-10 00:00:00 UTC,403.04891,410.06,399
2016-06-11 00:00:00 UTC,409.2939047,430,401.56
2016-06-12 00:00:00 UTC,448.5093385,480.89,421.8
2016-06-13 00:00:00 UTC,485.2668146,505,460.01
2016-06-14 00:00:00 UTC,487.3043342,509.99,469.5
2016-06-15 00:00:00 UTC,483.1364438,494.12,472.02
2016-06-16 00:00:00 UTC,522.7979185,546.57,485
2016-06-17 00:00:00 UTC,526.1990644,549.99,505
2016-06-18 00:00:00 UTC,526.2991531,539.99,510.2
2016-06-19 00:00:00 UTC,526.6549043,538.74,510
2016-06-20 00:00:00 UTC,513.1196427,529.04,493.1
2016-06-21 00:00:00 UTC,467.6751602,493.1,436.3
2016-06-22 00:00:00 UTC,444.8550671,466.1,401
2016-06-23 00:00:00 UTC,402.6663661,431.98,380.99
2016-06-24 00:00:00 UTC,476.0445166,498,405.88
2016-06-25 00:00:00 UTC,486.8338185,500,452.14
2016-06-26 00:00:00 UTC,470.5936818,499.32,451.56
2016-06-27 00:00:00 UTC,486.2006761,499.49,459
2016-06-28 00:00:00 UTC,487.471167,499.47,475.05
2016-06-29 00:00:00 UTC,477.0349457,490.98,468.37
2016-06-30 00:00:00 UTC,493.8975599,509.99,474.12
2016-07-01 00:00:00 UTC,509.8872865,518.3,502
2016-07-02 00:00:00 UTC,519.3643489,530.95,502.04
2016-07-03 00:00:00 UTC,511.2501746,530.98,487.24
2016-07-04 00:00:00 UTC,506.2913544,519.21,488.01
2016-07-05 00:00:00 UTC,515.7108649,524.99,506.01
2016-07-06 00:00:00 UTC,520.1508529,529.99,506.02
2016-07-07 00:00:00 UTC,497.3237767,527.99,475
2016-07-08 00:00:00 UTC,500.7057999,514.99,472.52
2016-07-09 00:00:00 UTC,502.6918621,514.9,487.1
2016-07-10 00:00:00 UTC,501.0224802,508.99,494.51
2016-07-11 00:00:00 UTC,503.0972385,509.98,496.01
2016-07-12 00:00:00 UTC,502.1243402,510.61,496
2016-07-13 00:00:00 UTC,503.8121637,509.97,499
2016-07-14 00:00:00 UTC,499.0140565,505.98,495.03
2016-07-15 00:00:00 UTC,501.3188688,508.99,495.03
2016-07-16 00:00:00 UTC,505.3319799,508.99,500.01
2016-07-17 00:00:00 UTC,507.3782855,511.99,500.02
2016-07-18 00:00:00 UTC,511.5246256,517,503.38
2016-07-19 00:00:00 UTC,511.6033101,515,509
2016-07-20 00:00:00 UTC,510.2462922,517,502
2016-07-21 00:00:00 UTC,504.7671124,512,502
2016-07-22 00:00:00 UTC,503.5498286,508,496
2016-07-23 00:00:00 UTC,499.7609126,504,496
2016-07-24 00:00:00 UTC,502.2918416,509,496
2016-07-25 00:00:00 UTC,500.8532958,505,499
2016-07-26 00:00:00 UTC,498.433959,505,493
2016-07-27 00:00:00 UTC,499.5447479,504,495
2016-07-28 00:00:00 UTC,499.1494229,503,494
2016-07-29 00:00:00 UTC,499.0769866,502,493
2016-07-30 00:00:00 UTC,498.1211561,501,494
2016-07-31 00:00:00 UTC,482.5102951,496,472
2016-08-01 00:00:00 UTC,470.0316549,477,459
2016-08-02 00:00:00 UTC,447.5065298,467,364
2016-08-03 00:00:00 UTC,414.3196788,430,387
2016-08-04 00:00:00 UTC,435.1009511,446,427
2016-08-05 00:00:00 UTC,437.552704,444,429
2016-08-06 00:00:00 UTC,439.5628402,445,425
2016-08-07 00:00:00 UTC,448.9567984,459,441
2016-08-08 00:00:00 UTC,452.3855903,457,442
2016-08-09 00:00:00 UTC,453.4137919,457,450
2016-08-10 00:00:00 UTC,455.4298432,464,450
2016-08-11 00:00:00 UTC,456.5032908,462,451
2016-08-12 00:00:00 UTC,455.1170907,460,451
2016-08-13 00:00:00 UTC,456.8700208,461,454
2016-08-14 00:00:00 UTC,446.230694,456,433
2016-08-15 00:00:00 UTC,441.5241556,447,436
2016-08-16 00:00:00 UTC,441.5644149,447,436
2016-08-17 00:00:00 UTC,442.5259314,448,438
2016-08-18 00:00:00 UTC,439.0863566,447,436
2016-08-19 00:00:00 UTC,438.5799812,444,432
2016-08-20 00:00:00 UTC,442.8146998,447,438
2016-08-21 00:00:00 UTC,444.9649689,449,439
2016-08-22 00:00:00 UTC,444.9249481,450,438
2016-08-23 00:00:00 UTC,443.3676898,448,434
2016-08-24 00:00:00 UTC,439.7541311,444,436
2016-08-25 00:00:00 UTC,436.8099704,439,434
2016-08-26 00:00:00 UTC,438.5984933,442,434
2016-08-27 00:00:00 UTC,438.5346666,442,435
2016-08-28 00:00:00 UTC,437.5363897,442,433
2016-08-29 00:00:00 UTC,438.3706291,440,433
2016-08-30 00:00:00 UTC,439.7151403,443,434
2016-08-31 00:00:00 UTC,438.5210525,443,435
2016-09-01 00:00:00 UTC,433.6297286,438,428
2016-09-02 00:00:00 UTC,432.4513411,435,428
2016-09-03 00:00:00 UTC,437.2427565,455,429
2016-09-04 00:00:00 UTC,455.0723274,461,447
2016-09-05 00:00:00 UTC,456.0137169,459,453
2016-09-06 00:00:00 UTC,455.8591776,460,454
2016-09-07 00:00:00 UTC,459.6255792,464,456
2016-09-08 00:00:00 UTC,467.7757829,475,459
2016-09-09 00:00:00 UTC,469.5968074,475,465
2016-09-10 00:00:00 UTC,470.3564443,475,463
2016-09-11 00:00:00 UTC,469.4601869,478,451
2016-09-12 00:00:00 UTC,458.6867481,470,453
2016-09-13 00:00:00 UTC,460.0504698,465,457
2016-09-14 00:00:00 UTC,461.9749487,468,456
2016-09-15 00:00:00 UTC,462.0494216,465,459
2016-09-16 00:00:00 UTC,462.9992368,470,457
2016-09-17 00:00:00 UTC,465.3889144,470,461
2016-09-18 00:00:00 UTC,467.5126136,472,460
2016-09-19 00:00:00 UTC,468.2553445,472,462
2016-09-20 00:00:00 UTC,470.1319103,472,468
2016-09-21 00:00:00 UTC,461.6789452,470,457
2016-09-22 00:00:00 UTC,458.6281401,463,456
2016-09-23 00:00:00 UTC,463.2890873,471,459
2016-09-24 00:00:00 UTC,467.7786281,471,465
2016-09-25 00:00:00 UTC,465.099901,467,462
2016-09-26 00:00:00 UTC,467.3088564,473,456
2016-09-27 00:00:00 UTC,467.3756354,471,462
2016-09-28 00:00:00 UTC,465.9363721,471,457
2016-09-29 00:00:00 UTC,466.2015953,472,457
2016-09-30 00:00:00 UTC,469.0881784,472,467
2016-10-01 00:00:00 UTC,474.7634524,480,472
2016-10-02 00:00:00 UTC,474.6301768,478,470
2016-10-03 00:00:00 UTC,477.5174697,480,474
2016-10-04 00:00:00 UTC,480.4898155,483,478
2016-10-05 00:00:00 UTC,482.1659172,483,480
2016-10-06 00:00:00 UTC,484.1970429,487,481
2016-10-07 00:00:00 UTC,495.7059974,503,484
2016-10-08 00:00:00 UTC,498.8193538,501,496
2016-10-09 00:00:00 UTC,498.3891398,501,496
2016-10-10 00:00:00 UTC,498.7761148,502,496
2016-10-11 00:00:00 UTC,516.1873808,532,500
2016-10-12 00:00:00 UTC,523.2986241,528,518
2016-10-13 00:00:00 UTC,522.3766974,526,519
2016-10-14 00:00:00 UTC,523.7647186,528,520
2016-10-15 00:00:00 UTC,525.3256729,530,520
2016-10-16 00:00:00 UTC,525.5880051,529,520
2016-10-17 00:00:00 UTC,525.3926866,530,521
2016-10-18 00:00:00 UTC,520.7109249,525,516
2016-10-19 00:00:00 UTC,515.4770241,522,507
2016-10-20 00:00:00 UTC,513.2677686,521,507
2016-10-21 00:00:00 UTC,517.1745436,522,514
2016-10-22 00:00:00 UTC,523.8516824,538,514
2016-10-23 00:00:00 UTC,534.1586544,540,523
2016-10-24 00:00:00 UTC,532.8010424,537,530
2016-10-25 00:00:00 UTC,537.0062738,544,532
2016-10-26 00:00:00 UTC,544.9598522,556,536
2016-10-27 00:00:00 UTC,559.3131821,566,550
2016-10-28 00:00:00 UTC,565.1098009,570,560
2016-10-29 00:00:00 UTC,579.2539149,590,567
2016-10-30 00:00:00 UTC,579.3270248,588,574
2016-10-31 00:00:00 UTC,574.7414417,586,562
2016-11-01 00:00:00 UTC,590.8324292,604,573
2016-11-02 00:00:00 UTC,592.3485319,600,588
2016-11-03 00:00:00 UTC,584.6426504,605,545
2016-11-04 00:00:00 UTC,560.8116568,605,546
2016-11-05 00:00:00 UTC,561.7898712,580,551
2016-11-06 00:00:00 UTC,568.0965124,575,562
2016-11-07 00:00:00 UTC,570.4931823,575,564
2016-11-08 00:00:00 UTC,574.009079,580,569
2016-11-09 00:00:00 UTC,586.7598755,600,573
2016-11-10 00:00:00 UTC,574.7257645,590,565
2016-11-11 00:00:00 UTC,570.2219107,574,566
2016-11-12 00:00:00 UTC,564.0320915,573,558
2016-11-13 00:00:00 UTC,555.5213713,564,548
2016-11-14 00:00:00 UTC,564.2644178,570,560
2016-11-15 00:00:00 UTC,574.362647,580,566
2016-11-16 00:00:00 UTC,583.9671572,600,564
2016-11-17 00:00:00 UTC,598.9754944,601,582
2016-11-18 00:00:00 UTC,603.3789717,615,594
2016-11-19 00:00:00 UTC,608.3509144,615,603
2016-11-20 00:00:00 UTC,601.2600577,612,583
2016-11-21 00:00:00 UTC,593.6439952,600,585
2016-11-22 00:00:00 UTC,595.5839759,609,582
2016-11-23 00:00:00 UTC,599.5238331,606,590
2016-11-24 00:00:00 UTC,594.9248697,602,587
2016-11-25 00:00:00 UTC,591.9284381,596,589
2016-11-26 00:00:00 UTC,591.5091155,598,585
2016-11-27 00:00:00 UTC,587.987311,592,585
2016-11-28 00:00:00 UTC,590.0498813,594,585
2016-11-29 00:00:00 UTC,589.8276644,595,586
2016-11-30 00:00:00 UTC,592.7873357,600,584
2016-12-01 00:00:00 UTC,598.7428012,605,592
2016-12-02 00:00:00 UTC,609.4870661,618,601
2016-12-03 00:00:00 UTC,604.1989432,612,595
2016-12-04 00:00:00 UTC,602.9091759,606,590
2016-12-05 00:00:00 UTC,595.6290954,604,588
2016-12-06 00:00:00 UTC,596.355706,601,591
2016-12-07 00:00:00 UTC,605.6217462,619,597
2016-12-08 00:00:00 UTC,610.2121002,620,602
2016-12-09 00:00:00 UTC,615.3517444,621,602
2016-12-10 00:00:00 UTC,620.5599725,625,615
2016-12-11 00:00:00 UTC,615.8043496,625,611
2016-12-12 00:00:00 UTC,617.9883566,624,614
2016-12-13 00:00:00 UTC,617.8732925,625,614
2016-12-14 00:00:00 UTC,618.152588,624,610
2016-12-15 00:00:00 UTC,625.42057,634,618
2016-12-16 00:00:00 UTC,629.8353854,637,625
2016-12-17 00:00:00 UTC,635.2411616,640,629
2016-12-18 00:00:00 UTC,635.3256836,638,628
2016-12-19 00:00:00 UTC,638.5334631,648,629
2016-12-20 00:00:00 UTC,643.4664825,650,638
2016-12-21 00:00:00 UTC,662.0174211,676,646
2016-12-22 00:00:00 UTC,698.5526409,711,676
2016-12-23 00:00:00 UTC,735.9955718,750,701
2016-12-24 00:00:00 UTC,738.476131,752,716
2016-12-25 00:00:00 UTC,717.1771699,732,693
2016-12-26 00:00:00 UTC,738.3548492,743,729
2016-12-27 00:00:00 UTC,755.1351925,771,738
2016-12-28 00:00:00 UTC,785.4464376,806,758
2016-12-29 00:00:00 UTC,794.3810957,807,776
2016-12-30 00:00:00 UTC,778.3543393,792,755
2016-12-31 00:00:00 UTC,778.1481665,789,772
2017-01-01 00:00:00 UTC,792.9715387,808,778
2017-01-02 00:00:00 UTC,821.3776029,842,796
2017-01-03 00:00:00 UTC,835.5627917,847,828
2017-01-04 00:00:00 UTC,883.5305182,936,849
2017-01-05 00:00:00 UTC,845.4594032,935,721
2017-01-06 00:00:00 UTC,756.2586225,830,709
2017-01-07 00:00:00 UTC,711.9749065,739,664
2017-01-08 00:00:00 UTC,747.8575653,763,729
2017-01-09 00:00:00 UTC,738.126064,750,721
2017-01-10 00:00:00 UTC,748.4108247,758,742
2017-01-11 00:00:00 UTC,693.7409936,758,628
2017-01-12 00:00:00 UTC,643.8077809,687,616
2017-01-13 00:00:00 UTC,665.0832425,686,640
2017-01-14 00:00:00 UTC,680.8740804,690,664
2017-01-15 00:00:00 UTC,674.3140485,687,664
2017-01-16 00:00:00 UTC,689.654639,700,680
2017-01-17 00:00:00 UTC,718.6577829,741,684
2017-01-18 00:00:00 UTC,720.5876749,742,693
2017-01-19 00:00:00 UTC,728.5965453,738,711
2017-01-20 00:00:00 UTC,727.3894906,736,720
2017-01-21 00:00:00 UTC,740.4969791,752,720
2017-01-22 00:00:00 UTC,744.9645033,756,725
2017-01-23 00:00:00 UTC,738.2061601,745,732
2017-01-24 00:00:00 UTC,726.2602293,739,710
2017-01-25 00:00:00 UTC,713.8391864,722,702
2017-01-26 00:00:00 UTC,720.7765141,733,705
2017-01-27 00:00:00 UTC,732.9083602,739,727
2017-01-28 00:00:00 UTC,735.8911707,740,728
2017-01-29 00:00:00 UTC,734.1489344,737,727
2017-01-30 00:00:00 UTC,735.2654705,741,730
2017-01-31 00:00:00 UTC,753.6327019,773,737
2017-02-01 00:00:00 UTC,772.2263684,781,764
2017-02-02 00:00:00 UTC,789.3357452,810,771
2017-02-03 00:00:00 UTC,811.5749354,820,797
2017-02-04 00:00:00 UTC,819.687153,837,811
2017-02-05 00:00:00 UTC,819.5066458,829,807
2017-02-06 00:00:00 UTC,822.1068804,828,810
2017-02-07 00:00:00 UTC,840.6514247,855,823
2017-02-08 00:00:00 UTC,844.3232665,857,821
2017-02-09 00:00:00 UTC,820.0485019,860,750
2017-02-10 00:00:00 UTC,783.7402759,812,765
2017-02-11 00:00:00 UTC,807.7420832,815,797
2017-02-12 00:00:00 UTC,806.1036947,813,796
2017-02-13 00:00:00 UTC,799.7388719,805,786
2017-02-14 00:00:00 UTC,806.9355834,818,782
2017-02-15 00:00:00 UTC,814.8006892,821,807
2017-02-16 00:00:00 UTC,824.5674452,837,813
2017-02-17 00:00:00 UTC,844.2399539,857,828
2017-02-18 00:00:00 UTC,858.1580406,864,851
2017-02-19 00:00:00 UTC,852.1831979,863,845
2017-02-20 00:00:00 UTC,853.1354216,870,846
2017-02-21 00:00:00 UTC,885.9551134,906,868
2017-02-22 00:00:00 UTC,900.2210575,914,888
2017-02-23 00:00:00 UTC,918.6960472,951,902
2017-02-24 00:00:00 UTC,945.9634964,966,878
2017-02-25 00:00:00 UTC,938.1106994,952,908
2017-02-26 00:00:00 UTC,932.8269629,955,911
2017-02-27 00:00:00 UTC,953.3323325,963,937
2017-02-28 00:00:00 UTC,960.6013938,969,950
2017-03-01 00:00:00 UTC,979.0114421,1000,960
2017-03-02 00:00:00 UTC,1012.281201,1050,993
2017-03-03 00:00:00 UTC,1041.899578,1062,1008
2017-03-04 00:00:00 UTC,1036.610335,1049,1010
2017-03-05 00:00:00 UTC,1030.71496,1043,1019
2017-03-06 00:00:00 UTC,1045.053456,1049,1039
2017-03-07 00:00:00 UTC,1026.565397,1046,975
2017-03-08 00:00:00 UTC,982.3219748,1015,936
2017-03-09 00:00:00 UTC,967.0813235,992,923
2017-03-10 00:00:00 UTC,990.2617125,1085,810
2017-03-11 00:00:00 UTC,962.7204937,995,904
2017-03-12 00:00:00 UTC,990.5789339,1019,961
2017-03-13 00:00:00 UTC,1011.826684,1028,995
2017-03-14 00:00:00 UTC,1023.408961,1038,1006
2017-03-15 00:00:00 UTC,1024.517098,1034,1016
2017-03-16 00:00:00 UTC,991.7694721,1025,912
2017-03-17 00:00:00 UTC,913.8803643,957,865
2017-03-18 00:00:00 UTC,830.8277579,881,761
2017-03-19 00:00:00 UTC,815.9426315,856,781
2017-03-20 00:00:00 UTC,837.0432761,852,818
2017-03-21 00:00:00 UTC,874.8377055,899,848
2017-03-22 00:00:00 UTC,842.537662,894,793
2017-03-23 00:00:00 UTC,830.61658,846,818
2017-03-24 00:00:00 UTC,795.8016812,828,742
2017-03-25 00:00:00 UTC,749.3490791,784,706
2017-03-26 00:00:00 UTC,777.3012199,807,755
2017-03-27 00:00:00 UTC,797.8224289,834,766
2017-03-28 00:00:00 UTC,834.5546734,852,816
2017-03-29 00:00:00 UTC,835.6037073,853,814
2017-03-30 00:00:00 UTC,833.3327479,847,820
2017-03-31 00:00:00 UTC,849.7036001,869,836
2017-04-01 00:00:00 UTC,866.1437192,892,845
2017-04-02 00:00:00 UTC,873.4948988,899,861
2017-04-03 00:00:00 UTC,910.7965332,927,883
2017-04-04 00:00:00 UTC,918.6343905,934,899
2017-04-05 00:00:00 UTC,907.9156053,929,893
2017-04-06 00:00:00 UTC,937.5825989,965,910
2017-04-07 00:00:00 UTC,960.4483937,979,946
2017-04-08 00:00:00 UTC,964.8601435,974,950
2017-04-09 00:00:00 UTC,969.4879736,989,957
2017-04-10 00:00:00 UTC,976.5985,988,965
2017-04-11 00:00:00 UTC,977.0857411,986,969
2017-04-12 00:00:00 UTC,976.9214941,995,967
2017-04-13 00:00:00 UTC,949.195555,973,920
2017-04-14 00:00:00 UTC,941.5417546,957,913
2017-04-15 00:00:00 UTC,942.93482,953,925
2017-04-16 00:00:00 UTC,946.4727717,955,937
2017-04-17 00:00:00 UTC,943.2033317,954,933
2017-04-18 00:00:00 UTC,946.984859,961,931
2017-04-19 00:00:00 UTC,938.1360232,949,929
2017-04-20 00:00:00 UTC,952.6257215,970,940
2017-04-21 00:00:00 UTC,971.4701926,982,963
2017-04-22 00:00:00 UTC,964.3839058,972,939
2017-04-23 00:00:00 UTC,966.1051148,975,956
2017-04-24 00:00:00 UTC,975.8135693,985,966
2017-04-25 00:00:00 UTC,990.9600887,1000,983
2017-04-26 00:00:00 UTC,1006.446226,1027,993
2017-04-27 00:00:00 UTC,1022.603171,1045,1003
2017-04-28 00:00:00 UTC,1028.967328,1049,1001
2017-04-29 00:00:00 UTC,1034.507805,1050,1020
2017-04-30 00:00:00 UTC,1038.694136,1062,1024
2017-05-01 00:00:00 UTC,1093.345744,1125,1051
2017-05-02 00:00:00 UTC,1122.422042,1143,1099
2017-05-03 00:00:00 UTC,1140.915203,1175,1116
2017-05-04 00:00:00 UTC,1197.426422,1259,1119
2017-05-05 00:00:00 UTC,1204.278085,1250,1152
2017-05-06 00:00:00 UTC,1191.987884,1212,1160
2017-05-07 00:00:00 UTC,1205.826272,1223,1172
2017-05-08 00:00:00 UTC,1247.571637,1293,1221
2017-05-09 00:00:00 UTC,1330.818075,1369,1276
2017-05-10 00:00:00 UTC,1355.024226,1389,1323
2017-05-11 00:00:00 UTC,1422.136507,1461,1351
2017-05-12 00:00:00 UTC,1378.188205,1428,1279
2017-05-13 00:00:00 UTC,1322.802636,1379,1240
2017-05-14 00:00:00 UTC,1383.878077,1409,1359
2017-05-15 00:00:00 UTC,1350.343319,1393,1309
2017-05-16 00:00:00 UTC,1345.380893,1368,1311
2017-05-17 00:00:00 UTC,1393.827235,1419,1359
2017-05-18 00:00:00 UTC,1406.517672,1459,1368
2017-05-19 00:00:00 UTC,1476.807801,1503,1421
2017-05-20 00:00:00 UTC,1516.919086,1536,1491
2017-05-21 00:00:00 UTC,1557.559696,1599,1529
2017-05-22 00:00:00 UTC,1638.44503,1750,1545
2017-05-23 00:00:00 UTC,1706.064354,1750,1625
2017-05-24 00:00:00 UTC,1830.057505,1920,1750
2017-05-25 00:00:00 UTC,1976.024965,2118,1758
2017-05-26 00:00:00 UTC,1877.435939,2045,1604
2017-05-27 00:00:00 UTC,1656.084663,1829,1475
2017-05-28 00:00:00 UTC,1731.316093,1840,1634
2017-05-29 00:00:00 UTC,1757.518238,1828,1692
2017-05-30 00:00:00 UTC,1774.929588,1834,1692
2017-05-31 00:00:00 UTC,1760.075489,1815,1707
2017-06-01 00:00:00 UTC,1864.364625,1937,1798
2017-06-02 00:00:00 UTC,1893.33013,1946,1844
2017-06-03 00:00:00 UTC,1960.677464,2004,1919
2017-06-04 00:00:00 UTC,1966.924997,1995,1931
2017-06-05 00:00:00 UTC,2016.604356,2083,1967
2017-06-06 00:00:00 UTC,2190.185066,2277,2065
2017-06-07 00:00:00 UTC,2184.027836,2250,1999
2017-06-08 00:00:00 UTC,2134.420701,2198,2025
2017-06-09 00:00:00 UTC,2212.96175,2245,2150
2017-06-10 00:00:00 UTC,2238.256465,2275,2201
2017-06-11 00:00:00 UTC,2270.435417,2300,2243
2017-06-12 00:00:00 UTC,2195.656428,2315,1969
