Time,avg,min,max
2016-03-01 00:00:00 UTC,311.4512365,318.0634767,306.4786987
2016-03-02 00:00:00 UTC,307.7330298,312.0564347,299.1180927
2016-03-03 00:00:00 UTC,298.2676366,302.2642102,293.4892377
2016-03-04 00:00:00 UTC,295.5336456,299.6540519,286.1101455
2016-03-05 00:00:00 UTC,283.3409899,288.0759524,273.4681754
2016-03-06 00:00:00 UTC,283.6985643,289.0503585,275.7009699
2016-03-07 00:00:00 UTC,287.6791416,291.3292993,283.1224756
2016-03-08 00:00:00 UTC,289.5418932,291.7595982,286.6217552
2016-03-09 00:00:00 UTC,289.3523226,291.4192231,286.6217552
2016-03-10 00:00:00 UTC,290.6422914,293.3801967,288.6248915
2016-03-11 00:00:00 UTC,293.0819292,296.2004872,290.6424222
2016-03-12 00:00:00 UTC,287.3610341,293.07626,282.4377362
2016-03-13 00:00:00 UTC,286.9732755,289.7846757,284.6323713
2016-03-14 00:00:00 UTC,288.6658033,291.2534025,286.1310354
2016-03-15 00:00:00 UTC,292.8147075,294.8290368,290.0322581
2016-03-16 00:00:00 UTC,293.6316047,296.0735809,290.65732
2016-03-17 00:00:00 UTC,291.0231123,294.2441632,288.0465177
2016-03-18 00:00:00 UTC,285.0362647,289.5704665,278.2591395
2016-03-19 00:00:00 UTC,281.112316,283.086984,278.8887362
2016-03-20 00:00:00 UTC,283.4777251,285.8920474,281.2813134
2016-03-21 00:00:00 UTC,284.152555,286.9021313,281.2813134
2016-03-22 00:00:00 UTC,290.8699,293.9626132,285.2142447
2016-03-23 00:00:00 UTC,294.6702899,297.2645608,292.3813354
2016-03-24 00:00:00 UTC,294.6710602,296.5978542,292.3651671
2016-03-25 00:00:00 UTC,294.084414,295.430914,292.0025667
2016-03-26 00:00:00 UTC,294.3686175,295.7742163,292.8692459
2016-03-27 00:00:00 UTC,297.2204989,303.5337141,293.8690408
2016-03-28 00:00:00 UTC,298.7847143,301.8658892,295.2674519
2016-03-29 00:00:00 UTC,292.838422,299.5510873,285.4926481
2016-03-30 00:00:00 UTC,287.1563726,289.7641431,283.5661721
2016-03-31 00:00:00 UTC,289.2958444,291.3071153,286.6072898
2016-04-01 00:00:00 UTC,291.2335717,294.8955436,286.6109253
2016-04-02 00:00:00 UTC,294.8199499,296.7106254,292.1814233
2016-04-03 00:00:00 UTC,294.4000923,296.1513365,292.7014938
2016-04-04 00:00:00 UTC,294.0932715,296.32927,290.87286
2016-04-05 00:00:00 UTC,296.4512113,299.86213,292.79644
2016-04-06 00:00:00 UTC,299.1047762,301.78477,297.15172
